"Oh,stop it,Richard! I'm sure he's just calling to say hello to his mommy", nougatcenter
Aw jeez!, nougatcenter
Oh-my-God!, nougatcenter
Oh Jim! (in exasperation), nougatcenter
"Niles, are you thinking what I'm thinking?", nougatcenter
Hey Lovely Lady, nougatcenter
I'll be there for you...cause you're there for me too, nougatcenter
I don't believe it!, nougatcenter
Get outta my pub!, nougatcenter
"Oh,don't make difficulties,Richard!", nougatcenter
I'm ok..., nougatcenter
Get the Steppin', nougatcenter
Arse!, nougatcenter
"Blast it, Jeeves! I shall do what I like with my own upper lip", nougatcenter
(referring to Harold) Pink boy., nougatcenter
I never drink me...Just a Sherry at Christmas..., nougatcenter
"This is all your fault, Wooster!", nougatcenter
"Jeeves, you're a wonder", nougatcenter
Don't have a cow man!, nougatcenter
I'm listening, nougatcenter
Rock on!, nougatcenter
Ever so.., nougatcenter
Hmmmm..., nougatcenter
You're my favorite deputy!, nougatcenter
"You nick 'em, you lock 'em up and you throw away the door!", nougatcenter
"Now don't be silly,Richard!", nougatcenter
Hi! I'm Ed Winchester!, nougatcenter
Good morning Boss, nougatcenter
I'm going for a tom-tit, nougatcenter
A minor setback, nougatcenter
"I'm going to break your neck, Wooster!", nougatcenter
Show me your moves!, nougatcenter
A chance to go for the car., nougatcenter
So no one told you life was going to be this way, nougatcenter
Whassup?, nougatcenter
"I endeavour to give satisfaction, Sir", nougatcenter
Respect my authori-tah!, nougatcenter
Is it me or is it moist?, nougatcenter
"Oh,nice!", nougatcenter
"Smithers, who is this man? (about Homer)", nougatcenter
Well rearrange this then: Bugger and Off. I mean Off and Bugger, nougatcenter
(referring to Gerald) Geraldo, nougatcenter
Do you want to phone a friend, nougatcenter
But we don't want to give you that, nougatcenter
Hey Hey!, nougatcenter
"[to Richard,after she picks up the phone] It's Sheridan!", nougatcenter
What language are you talking in now? It appears to be Bollocks!, nougatcenter
He's slippery. Like an owl, nougatcenter
"Ah go on! Go on! Go on, go on, go on, go on, go on, go on, go on. GO ON!", nougatcenter
Hey. Look. Listen., nougatcenter
Good morning. Visibility is poor but the sea is moderate in the Dover Strait, nougatcenter
...I don't know why..., nougatcenter
I was HUNGRY!, nougatcenter
I've been to hell and back so often I've got frequent flyer miles!, nougatcenter
Well...I wouldnt know about that sort of thing now, nougatcenter
Can't we all just get along?, nougatcenter
"Will that be all, Sir?", nougatcenter
On account of.., nougatcenter
"All the men like Rose,that's her problem", nougatcenter
(referring to Stinky) Stinko., nougatcenter
Don't be so crude Jim!, nougatcenter
Ow! Quit It., nougatcenter
If my Sheridan were here he'd be appalled!, nougatcenter
Allll-righty then!, nougatcenter
Otherwise tomorrow I'm the chief mourner at my own wedding, nougatcenter
(To Judith and Sandy) Don't you two look pretty?, nougatcenter
Very creepy!, nougatcenter
If anyone wants me I'll be down at Duke's, nougatcenter
Pikachu!, nougatcenter
"Small boys in the park, jumpers for goalposts.", nougatcenter
OK dollies do your dealing, nougatcenter
Un-be-lievable!, nougatcenter
No this is not the bloody Chinese takeaway!, nougatcenter
"Hey, Roz!", nougatcenter
Wahoo!, nougatcenter
(About Jean) She's a very tender woman, nougatcenter
How you doing?, nougatcenter
Shut up Stephen!, nougatcenter
Mmm..., nougatcenter
Git-R-Done!, nougatcenter
My Arse, nougatcenter
"Perhaps you have hidden depths, Wooster, is that it?", nougatcenter
Tell him to stop it Mam!, nougatcenter
Woo Hoo!, nougatcenter
My mum will do her flaming na-na, nougatcenter
You still have all three lifelines left, nougatcenter
I see dead people, nougatcenter
"Hyacinth,do you ever wonder why Sheridan shows very little interest in girls?", nougatcenter
I'm the leader of the pack which makes me such a lucky jack, nougatcenter
You're a toy! You aren't the real Buzz Lightyear!, nougatcenter
Denial ain't just a river in Egypt!, nougatcenter
Flawless Victory!, nougatcenter
"Sit wherever you like,dear... *except* there! I always like to face the window", nougatcenter
It's Morphin' time!, nougatcenter
Ay caramba!, nougatcenter
Do a barrel roll!, nougatcenter
I do not believe it!, nougatcenter
DAD! Stop fiddling with yourself!, nougatcenter
This is Dr. Frasier Crane wishing you good mental health, nougatcenter
Nice one Jim, nougatcenter
"Suit you, sir! Oh!", nougatcenter
"Daisy,I am not just a play thing", nougatcenter
That really bites!, nougatcenter
"Rose,that skirt's too short!", nougatcenter
"If anybody wants me, I'll be down at Duke's", nougatcenter
"Excuse me, could you direct me to Curzon Street?", nougatcenter
Who have you brought with you in the audience, nougatcenter
You've used all three lifelines, nougatcenter
"Now see here, Spode", nougatcenter
Maaaaaan!, nougatcenter
Let's find out if you are right...right after the break, nougatcenter
Holy Red Herring!, nougatcenter
Holy Hydraulics!, nougatcenter
Holy Stampede!, nougatcenter
Holy Demolition!, nougatcenter
Holy Fishbowl!, nougatcenter
Holy Tuxedo!, nougatcenter
Holy Gambles!, nougatcenter
Holy Diversionary Tactic!, nougatcenter
Holy Here We Go Again!, nougatcenter
Holy Catastrophe!, nougatcenter
Holy Caruso!, nougatcenter
Great Krypton, nougatcenter
Holy Leopard!, nougatcenter
Holy Chutzpah!, nougatcenter
Oh My stars, nougatcenter
Holy Happenstance!, nougatcenter
You dirty old man -, nougatcenter
Bicycle Repair Man is ready!, nougatcenter
It, nougatcenter
Good!, nougatcenter
Holy Sundial!, nougatcenter
Holy Squirrel Cage!, nougatcenter
Holy Polar Front!, nougatcenter
Holy Oleo!, nougatcenter
Holy Doublecross!, nougatcenter
Mother don't you dare!, nougatcenter
Holy Chiliblains!, nougatcenter
Holy Homocide!, nougatcenter
Holy Giveaways!, nougatcenter
Holy Felony!, nougatcenter
Holy Tee Shot!, nougatcenter
Holy Bowler!, nougatcenter
Holy Hijack!, nougatcenter
Holy Nerve Center!, nougatcenter
"A sound observation, Robin""", nougatcenter
Holy Puzzles!, nougatcenter
Holy Flightplan!, nougatcenter
Holy Frankenstein!, nougatcenter
Holy Surprise Party!, nougatcenter
Holy Keyring!, nougatcenter
"Holy Knit One, Pearl Two!", nougatcenter
Holy Pot Luck!, nougatcenter
To the Bat-pole!, nougatcenter
Holy Jetset!, nougatcenter
Holy Stewpot!, nougatcenter
This is Funf speaking, nougatcenter
Holy Floor Covering!, nougatcenter
Holy Hieroglyphics!, nougatcenter
Holy Hollywood!, nougatcenter
Holy Guacomole!, nougatcenter
Holy Hailstorm!, nougatcenter
Holy Flypaper!, nougatcenter
Holy Fruitsalad!, nougatcenter
Holy Ashtray!, nougatcenter
Holy Clockworks!, nougatcenter
Holy Showcase!, nougatcenter
Holy Iceberg!, nougatcenter
Holy Fate worse than Death!, nougatcenter
Holy Unlikelihood!, nougatcenter
Well?, nougatcenter
"I go, I come back", nougatcenter
Holy Rocking Chair!, nougatcenter
Holy Perfect Pitch!, nougatcenter
Holy Tartars!, nougatcenter
Holy Blizzard!, nougatcenter
Holy Knockout Drops!, nougatcenter
Holy Frogman!, nougatcenter
Holy Jawbreaker!, nougatcenter
"Up, up, and away!", nougatcenter
Holy Tome!, nougatcenter
Holy Titanic!, nougatcenter
Holy Hurricane!, nougatcenter
Holy Koufax!, nougatcenter
Holy Mainsprings!, nougatcenter
Holy Memory Bank!, nougatcenter
Holy Blackout!, nougatcenter
Holy Rudder!, nougatcenter
I am known by many names..., nougatcenter
Holy Jumble!, nougatcenter
Holy Road Blocks!, nougatcenter
Holy Bullseye!, nougatcenter
"Up, up and away!", nougatcenter
Holy Weaponry!, nougatcenter
Holy Human's Collector's Item!, nougatcenter
"Viktor, you are very unattractive man", nougatcenter
Holy Handywork!, nougatcenter
More powerful than a locomotive, nougatcenter
Holy Wedding Cake!, nougatcenter
Holy Kindergarden!, nougatcenter
Holy Complications!, nougatcenter
Holy Standstills!, nougatcenter
Curiousity killed the bat, nougatcenter
Holy Anagrams!, nougatcenter
Holy Disaster Area!, nougatcenter
"Mange tout Rodney, mange tout!", nougatcenter
I am not a number I am a free man!, nougatcenter
Holy Cliche!, nougatcenter
Holy Spider Webs!, nougatcenter
Holy Fugitives!, nougatcenter
Holy Matador!, nougatcenter
Holy Hijackers!, nougatcenter
"After you, Claude - no, After you Cecil """, nougatcenter
Holy I.T. and T.!, nougatcenter
Holy Crossfire!, nougatcenter
Holy Ghost Writer!, nougatcenter
Holy Polaris!, nougatcenter
Holy Floodgates!, nougatcenter
Holy Ball and Chain!, nougatcenter
Man's best friend, nougatcenter
But Sarge, nougatcenter
Holy Journey to the Center of the Earth!, nougatcenter
Holy Tip-offs!, nougatcenter
Stand up straight that man, nougatcenter
Holy Egg Shells!, nougatcenter
Holy Davy Jones!, nougatcenter
Holy Homecoming!, nougatcenter
Holy Metronome!, nougatcenter
Man...its Geronimo, nougatcenter
Holy Holocaust!, nougatcenter
Holy Unrefillable Prescriptions!, nougatcenter
Holy Blank Cartridge!, nougatcenter
"Is it a bird? Is it a plane? No, it's Superman!", nougatcenter
Holy Bargain Basement!, nougatcenter
Champion of the Oppressed, nougatcenter
Holy Golden Gate!, nougatcenter
Holy Hoofbeats!, nougatcenter
Ooh! Liquorice! I must be careful of how many of them I eat!, nougatcenter
Holy Reshevsky!, nougatcenter
Holy Interplanetary Yardstick!, nougatcenter
Holy Deviltry!, nougatcenter
Holy Jailbreak!, nougatcenter
Flame on!, nougatcenter
Holy Sonic Booms!, nougatcenter
Holy Stupor!, nougatcenter
"Oh, my stars.", nougatcenter
Holy Jelly Molds!, nougatcenter
Holy Explosion!, nougatcenter
Holy Stereo!, nougatcenter
Yeah man, nougatcenter
Holy Homework!, nougatcenter
Holy Bank Balance!, nougatcenter
Holy Human Surfboards!, nougatcenter
Holy Camouflage!, nougatcenter
Holy Skull Tamper!, nougatcenter
Holy Kilowatts!, nougatcenter
Holy Keyhole!, nougatcenter
Holy Backfire!, nougatcenter
Holy Ravioli!, nougatcenter
Holy Mermaid!, nougatcenter
Holy Remote Control Robot!, nougatcenter
"Truth, Justice and the American Way", nougatcenter
Holy Paderevsky!, nougatcenter
Holy Alterego!, nougatcenter
Holy Diversionary Tactics!, nougatcenter
Holy Suborbit!, nougatcenter
Holy Paraffin!, nougatcenter
I have the power!, nougatcenter
Holy Bijou!, nougatcenter
Holy Psuedonym!, nougatcenter
Holy Sherlock Holmes!, nougatcenter
Holy Halloween!, nougatcenter
Holy Reincarnation!, nougatcenter
Que?, nougatcenter
Holy Cold Creeps!, nougatcenter
Holy Taj Mahal!, nougatcenter
Holy Barracuda!, nougatcenter
Holy Detonation!, nougatcenter
Holy Hunting Horn!, nougatcenter
Holy Recompense!, nougatcenter
"I stand for truth, justice, and the American way.", nougatcenter
Holy Known-Unknown Flying Objects!, nougatcenter
Holy Tintinnabulation!, nougatcenter
Holy Long John Silver!, nougatcenter
Holy Fork-In-The-Road!, nougatcenter
Holy Olfactory!, nougatcenter
Holy Human Pearls!, nougatcenter
Holy Graveyard!, nougatcenter
Holy New Years Eve!, nougatcenter
Holy Funnybone!, nougatcenter
Holy Edison!, nougatcenter
Holy Polar Icesheets!, nougatcenter
Holy Fireworks!, nougatcenter
Holy One Track Batcomputer Mind!, nougatcenter
Holy Helplessness!, nougatcenter
Holy Nonsequiturs!, nougatcenter
Holy Lift-Off!, nougatcenter
Holy Smokestack!, nougatcenter
Holy Robert Lewis Stevenson!, nougatcenter
Holy Haziness!, nougatcenter
With great power comes great responsibility., nougatcenter
Holy Dental Hygiene!, nougatcenter
Holy Mucilage!, nougatcenter
Holy Epigrams!, nougatcenter
Holy Houdini!, nougatcenter
Holy Trolls and Goblins!, nougatcenter
Holy Almost!, nougatcenter
Holy Multitudes!, nougatcenter
Holy Firing Squad!, nougatcenter
This looks like a job for Superman!, nougatcenter
My fat Aunt Harriet!, nougatcenter
Andale!Andale!, nougatcenter
Scooby dooby doo!, nougatcenter
"Curses, foiled again", nougatcenter
"Hey, Laughing Boy!", nougatcenter
I bet you say that to all the wabbits., nougatcenter
Ooohhh what a hypotwit!, nougatcenter
I am stupid. No?, nougatcenter
WHAT?! NO GRAVY??!!!, nougatcenter
Well Blow Me Down, nougatcenter
Mine mine mine! its all mine!, nougatcenter
Lets You and Him Fight!, nougatcenter
I am strong to the finich...Cause I eats me spinach, nougatcenter
"Who were you expecting, Pocahontas?", nougatcenter
I hate rabbits., nougatcenter
"What's all the hubbub, bub?", nougatcenter
They don't make pussy cats like they used to., nougatcenter
"Th-th-th-th-That's all, folks!", nougatcenter
I don't see that silly pussycat today. He must be asleep. I better wake him up!, nougatcenter
Que l'est? Un femme skunk fatale!, nougatcenter
Ain't this monotonous?, nougatcenter
Jinkies!, nougatcenter
"Come back here, ya varmint!", nougatcenter
What is it Scoob?, nougatcenter
Ahhhhh.........what a rush!, nougatcenter
Thewe's something scwewy going on around hewe..., nougatcenter
"Gad, I'm such a genius", nougatcenter
"AW, now you've gone and made me lose count!!", nougatcenter
What a Ham!, nougatcenter
"I'm not angry, just terribly, terribly hurt.", nougatcenter
Let's live live live!, nougatcenter
Zee stripe! It is gone! She is not a skunk at all!, nougatcenter
Scooby Doo where are you?, nougatcenter
"She may not be very pretty now, but she was somebody's baby once.", nougatcenter
That's Dis-dis-dis-disgusting, nougatcenter
I am buying and he is paying, nougatcenter
"I love you, sweetie! Where have I been all your life?", nougatcenter
Hold it Top Cat!, nougatcenter
This town ain't a big enough fer the two of us!, nougatcenter
What's Up Doc?, nougatcenter
You're deth-picable!, nougatcenter
"Allow me to introduce myself. My name is Wile E. Coyote, Genius.", nougatcenter
THAT SMARTS!!!, nougatcenter
Kill da wabbit., nougatcenter
You are my peanut. I am your brittle., nougatcenter
I knew I shoulda taken that left turn at Alberquerque!, nougatcenter
I have had all I can stand I cant stands no more!, nougatcenter
"Say yer prayers, ya long eared galoot!", nougatcenter
"I'll do it, but I'll probably hate myself in the morning!", nougatcenter
Now look here wise guy..., nougatcenter
Meep meep!, nougatcenter
"Drat, and double drat", nougatcenter
Anyone for Tennis?, nougatcenter
"Gee, ain't I a stinker?", nougatcenter
Forgot my wittle hat again!, nougatcenter
I'm rich!, nougatcenter
And it hasn't been the same without you. Although it's been eerily similar., nougatcenter
"Orale ese, give me back my mota!", nougatcenter
You genius. You've done it again., nougatcenter
"Muttley, do something", nougatcenter
G-G-G-G-G-Ghost!, nougatcenter
All right! Don't rush me. I'm a-thinking... and my head hurts., nougatcenter
Like...groovy!, nougatcenter
Zee cabbage does not run away from zee corn-beef., nougatcenter
"Turn out zee lights, darleeng. I know where everything ees.", nougatcenter
You know dat puddy is going to hurt himself if he not more careful., nougatcenter
Isn't that lovely?, nougatcenter
Let's Split Up Gang, nougatcenter
"Hola, pussycat! Are you looking for a nice mouse for dinner?", nougatcenter
"Hey there, Boo Boo!", nougatcenter
Wabbits wove cawwots., nougatcenter
Oh boy..., nougatcenter
Gotta burn ma boots! They touched Yankee soil!, nougatcenter
Rashin' fashin' Rick Rastardly!, nougatcenter
Scooby old buddy...old pal...old friend, nougatcenter
Well Hello Officer Dribble, nougatcenter
Me likes what me likes, nougatcenter
Benny Benny Benny, nougatcenter
Ohhhhhhhhhh Popeye!, nougatcenter
Alright, nougatcenter
Genius. That's what it is sheer genius, nougatcenter
Giggity, nougatcenter
Being a genuis certainly has it's advantages., nougatcenter
Of course you realize this means war!, nougatcenter
"Which way did he go, George, which way did he go?", nougatcenter
"Come to me, my melon baby collie.", nougatcenter
My glasses! I can't see without my glasses!, nougatcenter
"Go away son, you bother me", nougatcenter
"Drat, drat and triple drat", nougatcenter
"Being disintegrated makes me very angry! Very angry, indeed!", nougatcenter
Zoinks!, nougatcenter
"Well, back to the old drawing board.", nougatcenter
I'm smarter than the average bear!, nougatcenter
"Down, down, down!", nougatcenter
Didja ever get the feeling you was being watched?, nougatcenter
"Oh dear, now I shall have to create more Martians.", nougatcenter
"Eh... What's up, doc?", nougatcenter
"I can't stand pain, it hurts me!", nougatcenter
Duck Season!, nougatcenter
Are you thinking what I'm thinking?, nougatcenter
Sacre Maroon!, nougatcenter
Creepers!, nougatcenter
Ah say ... Ah say ..., nougatcenter
Y-y-you can't fool me. I have a high I.Q., nougatcenter
I will gladly pay you Tuesday for a Hamburger Today!, nougatcenter
Here we go-go-go again!, nougatcenter
Mine!, nougatcenter
All brawn and no brains dats me!, nougatcenter
"Of course, you realize this means war.", nougatcenter
If it wasn't for you meddling kids..., nougatcenter
"Le hiiissssssssss! I am a snake and you have charmed me, no?!", nougatcenter
"I smell carrots a cookin'. And whar thar's carrots, there's rabbits.", nougatcenter
Scooby-Doo - where are you?, nougatcenter
"Oh dear, this is most inconvenient, now I'll have to call out the reserves.", nougatcenter
A mission? I'm all a-tingle!, nougatcenter
Earthlings have the worst sense of direction!, nougatcenter
I tawt a taw a puddy tat! I did! I did taw a puddy tat!, nougatcenter
"I am Pepe Le Pew, your lover.", nougatcenter
Sufferin' succotash, nougatcenter
Great horny toads!, nougatcenter
How about a Scooby snack, nougatcenter
Like wow!, nougatcenter
"Why, you wascally wabbit!", nougatcenter
"Look at me when I'm talkin' to you, son!", nougatcenter
"Pay attention, boy!", nougatcenter
MAH BISCUITS ARE BURNIN'!, nougatcenter
Whaddya think you're doing?, nougatcenter
"Prepare yourself, rabbit. I'm-a comin' over the wall.", nougatcenter
What a maroon!, nougatcenter
Arriba! Arriba!, nougatcenter
One ringy-dingy...two ringy-dingies..., nougatcenter
Cowabunga dude, nougatcenter
I must find out what zees 'pew' means every time I appear., nougatcenter
'I yam what I yam', nougatcenter
Be vewy vewy quiet. I'm hunting wabbits!, nougatcenter
AND DON'T FORGET THE GRAVY!, nougatcenter
I'll get you for this T.C.!, nougatcenter
"Go, go, go!", nougatcenter
Ain't I wicked?, nougatcenter
Oh no. Not again., nougatcenter
Do you know that when you are in love it is impossible to get insurance?, nougatcenter
"Hoo-Hoo, Hoo-Hoo!", nougatcenter
Skip it T.C.!, nougatcenter
Mother, nougatcenter
GANGWAY!, nougatcenter
Move it move it move it!, nougatcenter
You are much too pink! That is why that is your nombre`!, nougatcenter
"Ah, my little darling, it is love at first sight, is it not, no?", nougatcenter
"Delays, delays.", nougatcenter
...This message will self-destruct., nougatcenter
I have had enough and enough is too much, nougatcenter
I'll be scared later. Right now I'm too mad., nougatcenter
They forgot to put out the cat....The cat?!?! I'M the cat!!!, nougatcenter
"Mmm, rabbits. That sounds delicious. [Does a double-take.] Rabbits!", nougatcenter
Confidentially.........I AM A WABBIT!!!!, nougatcenter
Like...HEEELLLP, nougatcenter
How about a snack Scoob?, nougatcenter
"Oh, my God! They killed Kenny!", nougatcenter
"Where there's cheeses, there's bound to be mouses.", nougatcenter
FIRE IN THE HAT!, nougatcenter
Popeye...SAVE ME Popeye!, nougatcenter
Would you do it for a Scooby Snack, nougatcenter
(on the phone) But Sarge..., nougatcenter
Victory is mine!, nougatcenter
Like...no way man!, nougatcenter
Holy frijoles! That thing runs faster than me!, nougatcenter
By the power of Grayskull!, nougatcenter
"So long, sucker! Ah Ha Ha Ha Ha Ha Ha Ha Ha Ha Ha Ha!", nougatcenter
Whatta maroon! Whatta ignoranimus!, nougatcenter
I'm n-n-n-n-not so stupid., nougatcenter
Not the comfy chair!, nougatcenter
Lemon curry?, nougatcenter
"Stwike him, Centuwion. Stwike him vewy wuffly! (Life of Brian)", nougatcenter
Spam spam spam spam, nougatcenter
"I vill not buy this record, it is scratched", nougatcenter
I don, nougatcenter
Will you stand up please Mrs Smegma, nougatcenter
Welease Woger! (Life of Brian), nougatcenter
Albatross!, nougatcenter
"All right, we'll call it a draw. (Holy Grail)", nougatcenter
What have the Romans ever done for us? (Life of Brian), nougatcenter
What a senseless waste of human life, nougatcenter
"Nudge, nudge, wink, wink. Know what I mean?", nougatcenter
And Now For Something Completely Different, nougatcenter
She turned me into a newt!, nougatcenter
"Ello ello ello! What's all this, then?", nougatcenter
This is the silliest sketch I've ever been in!, nougatcenter
This parrot is no more. He has ceased to be., nougatcenter
The knights who say Ni (Holy Grail), nougatcenter
"How shall we **** off, oh Lord? (Life of Brian)", nougatcenter
My brain hurts, nougatcenter
"Say no more, say no more", nougatcenter
Always look on the bright side of life (Life of Brian), nougatcenter
I never wanted to do this in the first place...I wanted to be... A LUMBERJACK!, nougatcenter
I want to buy some cheese, nougatcenter
Oh it makes me mad!...maaad, nougatcenter
Bicycle Repair Man is ready!, nougatcenter
"It's funny, isn't it? How your best friend can just blow up like that", nougatcenter
Just one wafer thin mint, nougatcenter
I fart in your general direction, nougatcenter
Who goes there? (Holy Grail), nougatcenter
"Harold is the most dangerous of animals, a clever sheep", nougatcenter
What's brown and sounds like a bell? Dung!, nougatcenter
Nobody expects the Spanish Inquisition, nougatcenter
"I wish to register a complaint. Hello, miss?", nougatcenter
My nipples explode with delight!, nougatcenter
Bring out yer dead, nougatcenter
He's pining for the fjords, nougatcenter
"He's not the messiah, he's a very naughty boy (Life of Brian)", nougatcenter
My hovercraft is full of eels, nougatcenter
Every sperm is sacred (Meaning of life), nougatcenter
What a silly person!, nougatcenter
It's just a flesh wound (Holy Grail), nougatcenter
